psgc10,name,province,year,births,deaths,flag,source
0804817000,San Antonio,Northern Samar,2024,92.0,65.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0804818000,San Isidro,Northern Samar,2017,394.0,134.0,,vital_events_2017.xlsx
0804818000,San Isidro,Northern Samar,2018,,155.0,,deaths_2018_stat_tables.xlsx
0804818000,San Isidro,Northern Samar,2019,406.0,168.0,preliminary,vitalstats_2019_stat_tables.xlsx
0804818000,San Isidro,Northern Samar,2020,366.0,145.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0804818000,San Isidro,Northern Samar,2021,325.0,225.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0804818000,San Isidro,Northern Samar,2022,421.0,207.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0804818000,San Isidro,Northern Samar,2023,406.0,195.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0804818000,San Isidro,Northern Samar,2024,360.0,188.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0804819000,San Jose,Northern Samar,2017,211.0,116.0,,vital_events_2017.xlsx
0804819000,San Jose,Northern Samar,2018,,114.0,,deaths_2018_stat_tables.xlsx
0804819000,San Jose,Northern Samar,2019,201.0,99.0,preliminary,vitalstats_2019_stat_tables.xlsx
0804819000,San Jose,Northern Samar,2020,173.0,112.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0804819000,San Jose,Northern Samar,2021,182.0,135.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0804819000,San Jose,Northern Samar,2022,216.0,106.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0804819000,San Jose,Northern Samar,2023,155.0,151.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0804819000,San Jose,Northern Samar,2024,191.0,133.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0804820000,San Roque,Northern Samar,2017,404.0,116.0,,vital_events_2017.xlsx
0804820000,San Roque,Northern Samar,2018,,156.0,,deaths_2018_stat_tables.xlsx
0804820000,San Roque,Northern Samar,2019,386.0,142.0,preliminary,vitalstats_2019_stat_tables.xlsx
0804820000,San Roque,Northern Samar,2020,401.0,154.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0804820000,San Roque,Northern Samar,2021,412.0,188.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0804820000,San Roque,Northern Samar,2022,500.0,173.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0804820000,San Roque,Northern Samar,2023,368.0,154.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0804820000,San Roque,Northern Samar,2024,353.0,161.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0804821000,San Vicente,Northern Samar,2017,79.0,23.0,,vital_events_2017.xlsx
0804821000,San Vicente,Northern Samar,2018,,28.0,,deaths_2018_stat_tables.xlsx
0804821000,San Vicente,Northern Samar,2019,79.0,56.0,preliminary,vitalstats_2019_stat_tables.xlsx
0804821000,San Vicente,Northern Samar,2020,78.0,56.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0804821000,San Vicente,Northern Samar,2021,55.0,55.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0804821000,San Vicente,Northern Samar,2022,79.0,61.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0804821000,San Vicente,Northern Samar,2023,56.0,46.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0804821000,San Vicente,Northern Samar,2024,40.0,48.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0804822000,Silvino Lobos,Northern Samar,2017,84.0,20.0,,vital_events_2017.xlsx
0804822000,Silvino Lobos,Northern Samar,2018,,40.0,,deaths_2018_stat_tables.xlsx
0804822000,Silvino Lobos,Northern Samar,2019,71.0,42.0,preliminary,vitalstats_2019_stat_tables.xlsx
0804822000,Silvino Lobos,Northern Samar,2020,89.0,52.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0804822000,Silvino Lobos,Northern Samar,2021,80.0,72.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0804822000,Silvino Lobos,Northern Samar,2022,91.0,55.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0804822000,Silvino Lobos,Northern Samar,2023,112.0,80.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0804822000,Silvino Lobos,Northern Samar,2024,88.0,60.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0804823000,Victoria,Northern Samar,2017,220.0,92.0,,vital_events_2017.xlsx
0804823000,Victoria,Northern Samar,2018,,98.0,,deaths_2018_stat_tables.xlsx
0804823000,Victoria,Northern Samar,2019,253.0,103.0,preliminary,vitalstats_2019_stat_tables.xlsx
0804823000,Victoria,Northern Samar,2020,220.0,95.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0804823000,Victoria,Northern Samar,2021,210.0,143.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0804823000,Victoria,Northern Samar,2022,271.0,109.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0804823000,Victoria,Northern Samar,2023,228.0,119.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0804823000,Victoria,Northern Samar,2024,199.0,100.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0804824000,Lope De Vega,Northern Samar,2017,162.0,71.0,,vital_events_2017.xlsx
0804824000,Lope De Vega,Northern Samar,2018,,72.0,,deaths_2018_stat_tables.xlsx
0804824000,Lope De Vega,Northern Samar,2019,134.0,77.0,preliminary,vitalstats_2019_stat_tables.xlsx
0804824000,Lope De Vega,Northern Samar,2020,132.0,63.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0804824000,Lope De Vega,Northern Samar,2021,110.0,86.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0804824000,Lope De Vega,Northern Samar,2022,182.0,103.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0804824000,Lope De Vega,Northern Samar,2023,107.0,100.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0804824000,Lope De Vega,Northern Samar,2024,111.0,104.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0806001000,Almagro,Samar,2017,92.0,22.0,,vital_events_2017.xlsx
0806001000,Almagro,Samar,2018,,33.0,,deaths_2018_stat_tables.xlsx
0806001000,Almagro,Samar,2019,104.0,36.0,preliminary,vitalstats_2019_stat_tables.xlsx
0806001000,Almagro,Samar,2020,87.0,77.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0806001000,Almagro,Samar,2021,76.0,57.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0806001000,Almagro,Samar,2022,91.0,67.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0806001000,Almagro,Samar,2023,107.0,57.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0806001000,Almagro,Samar,2024,87.0,68.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0806002000,Basey,Samar,2017,683.0,250.0,,vital_events_2017.xlsx
0806002000,Basey,Samar,2018,,291.0,,deaths_2018_stat_tables.xlsx
0806002000,Basey,Samar,2019,682.0,334.0,preliminary,vitalstats_2019_stat_tables.xlsx
0806002000,Basey,Samar,2020,535.0,255.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0806002000,Basey,Samar,2021,508.0,408.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0806002000,Basey,Samar,2022,599.0,411.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0806002000,Basey,Samar,2023,660.0,357.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0806002000,Basey,Samar,2024,744.0,349.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0806003000,City of Calbayog,Samar,2017,2714.0,968.0,,vital_events_2017.xlsx
0806003000,City of Calbayog,Samar,2018,,1034.0,,deaths_2018_stat_tables.xlsx
0806003000,City of Calbayog,Samar,2019,2852.0,1153.0,preliminary,vitalstats_2019_stat_tables.xlsx
0806003000,City of Calbayog,Samar,2020,2189.0,1097.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0806003000,City of Calbayog,Samar,2021,1982.0,1341.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0806003000,City of Calbayog,Samar,2022,2682.0,1282.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0806003000,City of Calbayog,Samar,2023,2949.0,1478.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0806003000,City of Calbayog,Samar,2024,2611.0,1314.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0806004000,Calbiga,Samar,2017,363.0,102.0,,vital_events_2017.xlsx
0806004000,Calbiga,Samar,2018,,124.0,,deaths_2018_stat_tables.xlsx
0806004000,Calbiga,Samar,2019,357.0,120.0,preliminary,vitalstats_2019_stat_tables.xlsx
0806004000,Calbiga,Samar,2020,287.0,104.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0806004000,Calbiga,Samar,2021,317.0,155.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0806004000,Calbiga,Samar,2022,331.0,162.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0806004000,Calbiga,Samar,2023,345.0,169.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0806004000,Calbiga,Samar,2024,325.0,151.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0806005000,City of Catbalogan ,Samar,2017,1919.0,557.0,,vital_events_2017.xlsx
0806005000,City of Catbalogan ,Samar,2018,,597.0,,deaths_2018_stat_tables.xlsx
0806005000,City of Catbalogan ,Samar,2019,2000.0,676.0,preliminary,vitalstats_2019_stat_tables.xlsx
0806005000,City of Catbalogan ,Samar,2020,1694.0,563.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0806005000,City of Catbalogan ,Samar,2021,1853.0,734.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0806005000,City of Catbalogan ,Samar,2022,2061.0,740.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0806005000,City of Catbalogan ,Samar,2023,1921.0,711.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0806005000,City of Catbalogan ,Samar,2024,1752.0,656.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0806006000,Daram,Samar,2017,583.0,108.0,,vital_events_2017.xlsx
0806006000,Daram,Samar,2018,,118.0,,deaths_2018_stat_tables.xlsx
0806006000,Daram,Samar,2019,654.0,154.0,preliminary,vitalstats_2019_stat_tables.xlsx
0806006000,Daram,Samar,2020,552.0,164.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0806006000,Daram,Samar,2021,552.0,203.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0806006000,Daram,Samar,2022,680.0,201.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0806006000,Daram,Samar,2023,618.0,210.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0806006000,Daram,Samar,2024,511.0,218.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0806007000,Gandara,Samar,2017,303.0,149.0,,vital_events_2017.xlsx
0806007000,Gandara,Samar,2018,,146.0,,deaths_2018_stat_tables.xlsx
0806007000,Gandara,Samar,2019,345.0,153.0,preliminary,vitalstats_2019_stat_tables.xlsx
0806007000,Gandara,Samar,2020,274.0,169.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0806007000,Gandara,Samar,2021,285.0,235.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0806007000,Gandara,Samar,2022,440.0,212.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0806007000,Gandara,Samar,2023,410.0,206.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0806007000,Gandara,Samar,2024,413.0,217.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0806008000,Hinabangan,Samar,2017,203.0,60.0,,vital_events_2017.xlsx
0806008000,Hinabangan,Samar,2018,,57.0,,deaths_2018_stat_tables.xlsx
0806008000,Hinabangan,Samar,2019,229.0,52.0,preliminary,vitalstats_2019_stat_tables.xlsx
0806008000,Hinabangan,Samar,2020,182.0,45.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0806008000,Hinabangan,Samar,2021,207.0,105.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0806008000,Hinabangan,Samar,2022,220.0,84.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0806008000,Hinabangan,Samar,2023,163.0,71.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0806008000,Hinabangan,Samar,2024,193.0,77.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0806009000,Jiabong,Samar,2017,218.0,70.0,,vital_events_2017.xlsx
0806009000,Jiabong,Samar,2018,,80.0,,deaths_2018_stat_tables.xlsx
0806009000,Jiabong,Samar,2019,253.0,69.0,preliminary,vitalstats_2019_stat_tables.xlsx
0806009000,Jiabong,Samar,2020,283.0,87.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0806009000,Jiabong,Samar,2021,258.0,97.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0806009000,Jiabong,Samar,2022,323.0,105.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0806009000,Jiabong,Samar,2023,279.0,114.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0806009000,Jiabong,Samar,2024,296.0,110.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0806010000,Marabut,Samar,2017,235.0,53.0,,vital_events_2017.xlsx
0806010000,Marabut,Samar,2018,,77.0,,deaths_2018_stat_tables.xlsx
0806010000,Marabut,Samar,2019,236.0,62.0,preliminary,vitalstats_2019_stat_tables.xlsx
0806010000,Marabut,Samar,2020,172.0,80.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0806010000,Marabut,Samar,2021,150.0,87.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0806010000,Marabut,Samar,2022,174.0,91.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0806010000,Marabut,Samar,2023,200.0,99.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0806010000,Marabut,Samar,2024,200.0,92.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0806011000,Matuguinao,Samar,2017,123.0,9.0,,vital_events_2017.xlsx
0806011000,Matuguinao,Samar,2018,,10.0,,deaths_2018_stat_tables.xlsx
0806011000,Matuguinao,Samar,2019,136.0,17.0,preliminary,vitalstats_2019_stat_tables.xlsx
0806011000,Matuguinao,Samar,2020,118.0,19.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0806011000,Matuguinao,Samar,2021,118.0,33.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0806011000,Matuguinao,Samar,2022,133.0,34.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0806011000,Matuguinao,Samar,2023,109.0,42.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0806011000,Matuguinao,Samar,2024,136.0,24.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0806012000,Motiong,Samar,2017,238.0,62.0,,vital_events_2017.xlsx
0806012000,Motiong,Samar,2018,,76.0,,deaths_2018_stat_tables.xlsx
0806012000,Motiong,Samar,2019,257.0,82.0,preliminary,vitalstats_2019_stat_tables.xlsx
0806012000,Motiong,Samar,2020,222.0,66.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0806012000,Motiong,Samar,2021,268.0,83.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0806012000,Motiong,Samar,2022,285.0,108.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0806012000,Motiong,Samar,2023,236.0,110.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0806012000,Motiong,Samar,2024,250.0,87.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0806013000,Pinabacdao,Samar,2017,269.0,69.0,,vital_events_2017.xlsx
0806013000,Pinabacdao,Samar,2018,,72.0,,deaths_2018_stat_tables.xlsx
0806013000,Pinabacdao,Samar,2019,288.0,76.0,preliminary,vitalstats_2019_stat_tables.xlsx
0806013000,Pinabacdao,Samar,2020,203.0,78.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0806013000,Pinabacdao,Samar,2021,223.0,120.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0806013000,Pinabacdao,Samar,2022,249.0,98.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0806013000,Pinabacdao,Samar,2023,241.0,87.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0806013000,Pinabacdao,Samar,2024,254.0,105.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0806014000,San Jose De Buan,Samar,2017,120.0,20.0,,vital_events_2017.xlsx
0806014000,San Jose De Buan,Samar,2018,,19.0,,deaths_2018_stat_tables.xlsx
0806014000,San Jose De Buan,Samar,2019,118.0,20.0,preliminary,vitalstats_2019_stat_tables.xlsx
0806014000,San Jose De Buan,Samar,2020,91.0,26.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0806014000,San Jose De Buan,Samar,2021,117.0,24.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0806014000,San Jose De Buan,Samar,2022,176.0,25.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0806014000,San Jose De Buan,Samar,2023,135.0,35.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0806014000,San Jose De Buan,Samar,2024,120.0,23.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0806015000,San Sebastian,Samar,2017,89.0,22.0,,vital_events_2017.xlsx
0806015000,San Sebastian,Samar,2018,,33.0,,deaths_2018_stat_tables.xlsx
0806015000,San Sebastian,Samar,2019,99.0,36.0,preliminary,vitalstats_2019_stat_tables.xlsx
0806015000,San Sebastian,Samar,2020,70.0,33.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0806015000,San Sebastian,Samar,2021,94.0,40.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0806015000,San Sebastian,Samar,2022,138.0,55.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0806015000,San Sebastian,Samar,2023,105.0,41.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0806015000,San Sebastian,Samar,2024,92.0,40.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0806016000,Santa Margarita,Samar,2017,430.0,102.0,,vital_events_2017.xlsx
0806016000,Santa Margarita,Samar,2018,,112.0,,deaths_2018_stat_tables.xlsx
0806016000,Santa Margarita,Samar,2019,481.0,112.0,preliminary,vitalstats_2019_stat_tables.xlsx
0806016000,Santa Margarita,Samar,2020,400.0,142.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0806016000,Santa Margarita,Samar,2021,334.0,170.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0806016000,Santa Margarita,Samar,2022,369.0,158.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0806016000,Santa Margarita,Samar,2023,355.0,164.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0806016000,Santa Margarita,Samar,2024,377.0,163.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0806017000,Santa Rita,Samar,2017,632.0,144.0,,vital_events_2017.xlsx
0806017000,Santa Rita,Samar,2018,,155.0,,deaths_2018_stat_tables.xlsx
0806017000,Santa Rita,Samar,2019,680.0,155.0,preliminary,vitalstats_2019_stat_tables.xlsx
0806017000,Santa Rita,Samar,2020,441.0,147.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0806017000,Santa Rita,Samar,2021,511.0,242.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0806017000,Santa Rita,Samar,2022,569.0,226.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0806017000,Santa Rita,Samar,2023,548.0,231.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0806017000,Santa Rita,Samar,2024,479.0,197.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0806018000,Santo Niño,Samar,2017,199.0,54.0,,vital_events_2017.xlsx
0806018000,Santo Niño,Samar,2018,,44.0,,deaths_2018_stat_tables.xlsx
0806018000,Santo Niño,Samar,2019,151.0,67.0,preliminary,vitalstats_2019_stat_tables.xlsx
0806018000,Santo Niño,Samar,2020,139.0,79.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0806018000,Santo Niño,Samar,2021,82.0,102.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0806018000,Santo Niño,Samar,2022,157.0,76.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0806018000,Santo Niño,Samar,2023,141.0,80.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0806018000,Santo Niño,Samar,2024,135.0,100.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0806019000,Talalora,Samar,2017,120.0,28.0,,vital_events_2017.xlsx
0806019000,Talalora,Samar,2018,,23.0,,deaths_2018_stat_tables.xlsx
0806019000,Talalora,Samar,2019,151.0,41.0,preliminary,vitalstats_2019_stat_tables.xlsx
0806019000,Talalora,Samar,2020,102.0,42.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0806019000,Talalora,Samar,2021,103.0,31.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0806019000,Talalora,Samar,2022,143.0,43.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0806019000,Talalora,Samar,2023,109.0,42.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0806019000,Talalora,Samar,2024,101.0,55.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0806020000,Tarangnan,Samar,2017,361.0,105.0,,vital_events_2017.xlsx
0806020000,Tarangnan,Samar,2018,,139.0,,deaths_2018_stat_tables.xlsx
0806020000,Tarangnan,Samar,2019,386.0,125.0,preliminary,vitalstats_2019_stat_tables.xlsx
0806020000,Tarangnan,Samar,2020,352.0,122.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0806020000,Tarangnan,Samar,2021,384.0,168.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0806020000,Tarangnan,Samar,2022,530.0,163.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0806020000,Tarangnan,Samar,2023,461.0,130.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0806020000,Tarangnan,Samar,2024,380.0,160.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0806021000,Villareal,Samar,2017,353.0,106.0,,vital_events_2017.xlsx
0806021000,Villareal,Samar,2018,,107.0,,deaths_2018_stat_tables.xlsx
0806021000,Villareal,Samar,2019,367.0,118.0,preliminary,vitalstats_2019_stat_tables.xlsx
0806021000,Villareal,Samar,2020,331.0,151.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0806021000,Villareal,Samar,2021,298.0,201.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0806021000,Villareal,Samar,2022,437.0,164.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0806021000,Villareal,Samar,2023,364.0,179.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0806021000,Villareal,Samar,2024,384.0,154.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0806022000,Paranas,Samar,2017,422.0,139.0,,vital_events_2017.xlsx
0806022000,Paranas,Samar,2018,,162.0,,deaths_2018_stat_tables.xlsx
0806022000,Paranas,Samar,2019,476.0,195.0,preliminary,vitalstats_2019_stat_tables.xlsx
0806022000,Paranas,Samar,2020,450.0,154.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0806022000,Paranas,Samar,2021,496.0,223.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0806022000,Paranas,Samar,2022,609.0,223.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0806022000,Paranas,Samar,2023,512.0,239.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0806022000,Paranas,Samar,2024,511.0,195.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0806023000,Zumarraga,Samar,2017,221.0,57.0,,vital_events_2017.xlsx
0806023000,Zumarraga,Samar,2018,,69.0,,deaths_2018_stat_tables.xlsx
0806023000,Zumarraga,Samar,2019,206.0,69.0,preliminary,vitalstats_2019_stat_tables.xlsx
0806023000,Zumarraga,Samar,2020,204.0,88.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0806023000,Zumarraga,Samar,2021,208.0,80.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0806023000,Zumarraga,Samar,2022,270.0,101.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0806023000,Zumarraga,Samar,2023,221.0,103.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0806023000,Zumarraga,Samar,2024,212.0,102.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0806024000,Tagapul-An,Samar,2017,98.0,20.0,,vital_events_2017.xlsx
0806024000,Tagapul-An,Samar,2018,,14.0,,deaths_2018_stat_tables.xlsx
0806024000,Tagapul-An,Samar,2019,93.0,28.0,preliminary,vitalstats_2019_stat_tables.xlsx
0806024000,Tagapul-An,Samar,2020,102.0,41.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0806024000,Tagapul-An,Samar,2021,78.0,46.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
0806024000,Tagapul-An,Samar,2022,82.0,46.0,,births_2022_stat_tables.xlsx;deaths_2022_stat_tables.xlsx
0806024000,Tagapul-An,Samar,2023,95.0,56.0,,openstat births_muni_2023.csv;openstat deaths_muni_2023.csv
0806024000,Tagapul-An,Samar,2024,96.0,50.0,,openstat births_muni_2024.csv;openstat deaths_muni_2024.csv
0806025000,San Jorge,Samar,2017,161.0,88.0,,vital_events_2017.xlsx
0806025000,San Jorge,Samar,2018,,68.0,,deaths_2018_stat_tables.xlsx
0806025000,San Jorge,Samar,2019,163.0,91.0,preliminary,vitalstats_2019_stat_tables.xlsx
0806025000,San Jorge,Samar,2020,229.0,58.0,,births_2020_stat_tables.xlsx;deaths_2020_stat_tables.xlsx
0806025000,San Jorge,Samar,2021,213.0,115.0,,births_2021_stat_tables.xlsx;deaths_2021_stat_tables.xlsx
